id_shop_default;id_tax;on_sale;ecotax;quantity;minimal_quantity;wholesale_price;price;price_discounted;discount_amount;reference;weight;Currency;Ireland Stock;US Stock;In transit;In order;Timing;IDP;Model;Capacity;Color;Grade;Last purchase price in USD;Last 7 days Sales;
1;84;0;;0;1;57.21;74.00;;;22-B7188;0.16;1.23200;0;0;0;0;;19383;iPhone 5;16;White;Grade B;75.96;0;
1;84;0;;0;1;57.21;69.00;;;22-C7194;0.16;1.23200;0;0;0;0;;6988;iPhone 5;16;White;Grade C;75.96;1;
1;84;0;;0;1;57.21;64.00;;;22-D7200;0.16;1.23200;0;0;0;0;;30011;iPhone 5;16;White;Grade D;75.96;0;
1;84;1;;1;1;71.24;80.00;;;23-A7203;0.34;1.23200;0;1;0;0;;19438;iPhone 5C;8;Blue;Grade A;85.00;0;
1;84;1;;0;1;64.12;82.00;;;23-B7218;0.34;1.23200;0;0;0;0;;19439;iPhone 5C;8;Blue;Grade B;72.00;0;
1;84;1;;34;1;64.12;77.00;;;23-C7233;0.34;1.23200;33;1;0;0;;16654;iPhone 5C;8;Blue;Grade C;72.00;3;
1;84;1;;7;1;64.12;72.00;;;23-D7248;0.34;1.23200;7;0;0;0;;19440;iPhone 5C;8;Blue;Grade D;72.00;0;
1;84;1;;0;1;62.34;70.00;;;23-A7206;0.34;1.23200;0;0;0;0;;24563;iPhone 5C;8;Green;Grade A;85.00;0;
1;84;0;;0;1;63.02;81.00;;;23-B7221;0.34;1.23200;0;0;0;0;;16657;iPhone 5C;8;Green;Grade B;69.00;0;
1;84;0;;0;1;63.02;76.00;;;23-C7236;0.34;1.23200;0;0;0;0;;17844;iPhone 5C;8;Green;Grade C;69.00;1;
1;84;0;;0;1;63.02;71.00;;;23-D7251;0.34;1.23200;0;0;0;0;;19454;iPhone 5C;8;Green;Grade D;69.00;0;
1;84;1;;0;1;74.61;83.00;;;23-A7215;0.34;1.23200;0;0;0;0;;19447;iPhone 5C;8;Pink;Grade A;85.00;0;
1;84;1;;0;1;62.27;80.00;;;23-B7230;0.34;1.23200;0;0;0;0;;16655;iPhone 5C;8;Pink;Grade B;70.00;0;
1;84;1;;1;1;62.27;75.00;;;23-C7245;0.34;1.23200;0;0;1;0;;28674;iPhone 5C;8;Pink;Grade C;70.00;0;
1;84;1;;0;1;62.27;70.00;;;23-D7260;0.34;1.23200;0;0;0;0;;19449;iPhone 5C;8;Pink;Grade D;70.00;0;
1;84;1;;10;1;70.57;79.00;;;23-A7209;0.34;1.23200;0;10;0;0;;19434;iPhone 5C;8;White;Grade A;85.00;1;
1;84;1;;0;1;64.28;82.00;;;23-B7224;0.34;1.23200;0;0;0;0;;19435;iPhone 5C;8;White;Grade B;72.00;0;
1;84;1;;110;1;64.28;77.00;;;23-C7239;0.34;1.23200;109;1;0;0;;16658;iPhone 5C;8;White;Grade C;72.00;10;
1;84;1;;18;1;64.28;72.00;;;23-D7254;0.34;1.23200;18;0;0;0;;19436;iPhone 5C;8;White;Grade D;72.00;0;
1;84;1;;0;1;1000.00;1112.00;;;23-A7212;0.34;1.23200;0;0;0;0;;19442;iPhone 5C;8;Yellow;Grade A;85.00;0;
1;84;0;;0;1;61.73;79.00;;;23-B7227;0.34;1.23200;0;0;0;0;;19444;iPhone 5C;8;Yellow;Grade B;69.00;0;
1;84;0;;0;1;61.73;74.00;;;23-C7242;0.34;1.23200;0;0;0;0;;16656;iPhone 5C;8;Yellow;Grade C;69.00;1;
1;84;0;;0;1;61.73;69.00;;;23-D7257;0.34;1.23200;0;0;0;0;;19445;iPhone 5C;8;Yellow;Grade D;69.00;0;
1;84;1;;1;1;88.92;99.00;;;23-A7205;0.34;1.23200;0;0;1;0;;19418;iPhone 5C;32;Blue;Grade A;96.00;0;
1;84;1;;18;1;74.00;93.00;;;23-B7220;0.34;1.23200;0;0;18;0;;19419;iPhone 5C;32;Blue;Grade B;83.56;0;
1;84;1;;1;1;74.00;88.00;;;23-C7235;0.34;1.23200;0;0;1;0;;16052;iPhone 5C;32;Blue;Grade C;83.56;1;
1;84;1;;1;1;74.00;83.00;;;23-D7250;0.34;1.23200;0;1;0;0;;30514;iPhone 5C;32;Blue;Grade D;83.56;0;
1;84;1;;18;1;88.97;99.00;;;23-A7208;0.34;1.23200;0;1;0;17;2018-03-01;24242;iPhone 5C;32;Green;Grade A;100.00;0;
1;84;1;;1;1;82.94;103.00;;;23-B7223;0.34;1.23200;1;0;0;0;;19430;iPhone 5C;32;Green;Grade B;85.00;0;
1;84;1;;2;1;82.94;98.00;;;23-C7238;0.34;1.23200;1;0;1;0;;16055;iPhone 5C;32;Green;Grade C;85.00;0;
1;84;1;;0;1;82.94;93.00;;;23-D7253;0.34;1.23200;0;0;0;0;;19432;iPhone 5C;32;Green;Grade D;85.00;0;
1;84;1;;0;1;88.72;99.00;;;23-A7217;0.34;1.23200;0;0;0;0;;19426;iPhone 5C;32;Pink;Grade A;96.00;0;
1;84;1;;0;1;80.23;100.00;;;23-B7232;0.34;1.23200;0;0;0;0;;19427;iPhone 5C;32;Pink;Grade B;87.06;0;
1;84;1;;6;1;80.23;95.00;;;23-C7247;0.34;1.23200;3;3;0;0;;16056;iPhone 5C;32;Pink;Grade C;87.06;6;
1;84;1;;3;1;80.23;90.00;;;23-D7262;0.34;1.23200;3;0;0;0;;30515;iPhone 5C;32;Pink;Grade D;87.06;0;
1;84;1;;0;1;88.72;99.00;;;23-A7211;0.34;1.23200;0;0;0;0;;19414;iPhone 5C;32;White;Grade A;96.00;0;
1;84;0;;1;1;74.25;93.00;;;23-B7226;0.34;1.23200;0;0;1;0;;19415;iPhone 5C;32;White;Grade B;82.11;0;
1;84;0;;1;1;74.25;88.00;;;23-C7241;0.34;1.23200;0;1;0;0;;16053;iPhone 5C;32;White;Grade C;82.11;0;
1;84;0;;0;1;74.25;83.00;;;23-D7256;0.34;1.23200;0;0;0;0;;19416;iPhone 5C;32;White;Grade D;82.11;0;
1;84;1;;1;1;80.03;89.00;;;23-A7214;0.34;1.23200;0;0;1;0;;19422;iPhone 5C;32;Yellow;Grade A;96.00;0;
1;84;1;;0;1;78.68;98.00;;;23-B7229;0.34;1.23200;0;0;0;0;;19423;iPhone 5C;32;Yellow;Grade B;89.45;0;
1;84;1;;2;1;78.68;93.00;;;23-C7244;0.34;1.23200;0;2;0;0;;16054;iPhone 5C;32;Yellow;Grade C;89.45;0;
1;84;1;;0;1;78.68;88.00;;;23-D7259;0.34;1.23200;0;0;0;0;;19424;iPhone 5C;32;Yellow;Grade D;89.45;0;
1;84;1;;5;1;79.42;89.00;;;23-A7204;0.34;1.23200;2;2;1;0;;19655;iPhone 5C;16;Blue;Grade A;86.00;0;
1;84;1;;64;1;68.83;87.00;;;23-B7219;0.34;1.23200;23;2;39;0;;19399;iPhone 5C;16;Blue;Grade B;72.00;0;
1;84;1;;87;1;68.83;82.00;;;23-C7234;0.34;1.23200;85;1;1;0;;13416;iPhone 5C;16;Blue;Grade C;72.00;14;
1;84;1;;17;1;68.83;77.00;;;23-D7249;0.34;1.23200;17;0;0;0;;30506;iPhone 5C;16;Blue;Grade D;72.00;0;
1;84;1;;25;1;80.03;89.00;;;23-A7207;0.34;1.23200;0;0;25;0;;21021;iPhone 5C;16;Green;Grade A;90.00;0;
1;84;1;;4;1;68.82;87.00;;;23-B7222;0.34;1.23200;0;0;4;0;;19411;iPhone 5C;16;Green;Grade B;77.00;0;
1;84;1;;3;1;68.82;82.00;;;23-C7237;0.34;1.23200;2;0;1;0;;13413;iPhone 5C;16;Green;Grade C;77.00;8;
1;84;1;;5;1;68.82;77.00;;;23-D7252;0.34;1.23200;5;0;0;0;;30511;iPhone 5C;16;Green;Grade D;77.00;0;
1;84;1;;32;1;80.03;89.00;;;23-A7216;0.34;1.23200;1;0;31;0;;19664;iPhone 5C;16;Pink;Grade A;90.00;1;
1;84;0;;36;1;65.56;83.00;;;23-B7231;0.34;1.23200;21;0;15;0;;29528;iPhone 5C;16;Pink;Grade B;79.65;0;
1;84;0;;0;1;65.56;78.00;;;23-C7246;0.34;1.23200;0;0;0;0;;13391;iPhone 5C;16;Pink;Grade C;79.65;2;
1;84;0;;0;1;65.56;73.00;;;23-D7261;0.34;1.23200;0;0;0;0;;30510;iPhone 5C;16;Pink;Grade D;79.65;0;
1;84;1;;15;1;79.93;89.00;;;23-A7210;0.34;1.23200;9;0;6;0;;19394;iPhone 5C;16;White;Grade A;86.00;0;
1;84;1;;54;1;65.17;83.00;;;23-B7225;0.34;1.23200;39;0;15;0;;19395;iPhone 5C;16;White;Grade B;73.41;0;
1;84;1;;2;1;65.17;78.00;;;23-C7240;0.34;1.23200;0;2;0;0;;13429;iPhone 5C;16;White;Grade C;73.41;57;
1;84;1;;3;1;65.17;73.00;;;23-D7255;0.34;1.23200;0;3;0;0;;53140;iPhone 5C;16;White;Grade D;73.41;0;
1;84;1;;59;1;80.03;89.00;;;23-A7213;0.34;1.23200;0;0;59;0;;19402;iPhone 5C;16;Yellow;Grade A;90.00;0;
1;84;0;;6;1;69.52;88.00;;;23-B7228;0.34;1.23200;0;0;6;0;;19403;iPhone 5C;16;Yellow;Grade B;77.00;0;
1;84;0;;0;1;69.52;83.00;;;23-C7243;0.34;1.23200;0;0;0;0;;13405;iPhone 5C;16;Yellow;Grade C;77.00;0;
1;84;0;;0;1;69.52;78.00;;;23-D7258;0.34;1.23200;0;0;0;0;;19404;iPhone 5C;16;Yellow;Grade D;77.00;0;
1;84;1;;0;1;134.93;150.00;;;24-GOL7271;0.29;1.23200;0;0;0;0;;19485;iPhone 5S;64;Gold;Grade A;135.00;0;
1;84;1;;1;1;122.60;147.00;;;24-GOL7280;0.29;1.23200;0;1;0;0;;19486;iPhone 5S;64;Gold;Grade B;107.00;0;
1;84;1;;2;1;122.60;142.00;;;24-GOL7289;0.29;1.23200;1;0;1;0;;16443;iPhone 5S;64;Gold;Grade C;107.00;5;
1;84;1;;1;1;122.60;137.00;;;24-GOL7298;0.29;1.23200;1;0;0;0;;19487;iPhone 5S;64;Gold;Grade D;107.00;0;
1;84;1;;21;1;120.05;134.00;;;24-A7265;0.29;1.23200;0;1;20;0;;19489;iPhone 5S;64;Silver;Grade A;135.00;0;
1;84;1;;0;1;125.65;150.00;;;24-B7274;0.29;1.23200;0;0;0;0;;19490;iPhone 5S;64;Silver;Grade B;130.00;0;
1;84;1;;0;1;125.65;145.00;;;24-C7283;0.29;1.23200;0;0;0;0;;16272;iPhone 5S;64;Silver;Grade C;130.00;4;
1;84;1;;0;1;125.65;140.00;;;24-D7292;0.29;1.23200;0;0;0;0;;19491;iPhone 5S;64;Silver;Grade D;130.00;0;
1;84;1;;20;1;120.36;134.00;;;24-A7268;0.29;1.23200;0;20;0;0;;30513;iPhone 5S;64;Grey;Grade A;135.00;0;
1;84;1;;0;1;115.49;139.00;;;24-B7277;0.29;1.23200;0;0;0;0;;30503;iPhone 5S;64;Grey;Grade B;107.00;0;
1;84;1;;2;1;115.49;134.00;;;24-C7286;0.29;1.23200;0;0;2;0;;16273;iPhone 5S;64;Grey;Grade C;107.00;0;
1;84;1;;0;1;115.49;129.00;;;24-D7295;0.29;1.23200;0;0;0;0;;30502;iPhone 5S;64;Grey;Grade D;107.00;0;
1;84;1;;0;1;129.87;145.00;;;24-GOL7270;0.29;1.23200;0;0;0;0;;26776;iPhone 5S;32;Gold;Grade A;146.00;0;
1;84;1;;3;1;118.03;142.00;;;24-GOL7279;0.29;1.23200;1;2;0;0;;19477;iPhone 5S;32;Gold;Grade B;125.00;0;
1;84;1;;0;1;118.03;137.00;;;24-GOL7288;0.29;1.23200;0;0;0;0;;15952;iPhone 5S;32;Gold;Grade C;120.00;2;
1;84;1;;0;1;118.03;132.00;;;24-GOL7297;0.29;1.23200;0;0;0;0;;19479;iPhone 5S;32;Gold;Grade D;120.00;0;
1;84;1;;1;1;127.25;142.00;;;24-A7264;0.29;1.23200;1;0;0;0;;19481;iPhone 5S;32;Silver;Grade A;146.00;0;
1;84;1;;1;1;118.69;142.00;;;24-B7273;0.29;1.23200;0;1;0;0;;19482;iPhone 5S;32;Silver;Grade B;128.17;0;
1;84;1;;0;1;118.69;137.00;;;24-C7282;0.29;1.23200;0;0;0;0;;16051;iPhone 5S;32;Silver;Grade C;128.17;2;
1;84;1;;0;1;118.69;132.00;;;24-D7291;0.29;1.23200;0;0;0;0;;19483;iPhone 5S;32;Silver;Grade D;128.17;0;
1;84;1;;5;1;129.87;145.00;;;24-A7267;0.29;1.23200;0;0;0;5;2018-02-20;19472;iPhone 5S;32;Grey;Grade A;146.00;0;
1;84;1;;0;1;108.12;131.00;;;24-B7276;0.29;1.23200;0;0;0;0;;19473;iPhone 5S;32;Grey;Grade B;125.00;0;
1;84;1;;0;1;108.12;126.00;;;24-C7285;0.29;1.23200;0;0;0;0;;15945;iPhone 5S;32;Grey;Grade C;123.05;1;
1;84;1;;0;1;108.12;121.00;;;24-D7294;0.29;1.23200;0;0;0;0;;19474;iPhone 5S;32;Grey;Grade D;123.05;0;
1;84;1;;57;1;107.93;120.00;;;24-GOL7269;0.29;1.23200;46;11;0;0;;23863;iPhone 5S;16;Gold;Grade A;129.00;17;
1;84;1;;3;1;76.64;96.00;;;24-GOL7278;0.29;1.23200;3;0;0;0;;19461;iPhone 5S;16;Gold;Grade B;110.00;2;
1;84;1;;4;1;76.64;91.00;;;24-GOL7287;0.29;1.23200;0;4;0;0;2018-02-26;9659;iPhone 5S;16;Gold;Grade C;78.00;58;
1;84;1;;0;1;76.64;86.00;;;24-GOL7296;0.29;1.23200;0;0;0;0;;30505;iPhone 5S;16;Gold;Grade D;78.00;0;
1;84;1;;21;1;107.66;120.00;;;24-A7263;0.29;1.23200;15;6;0;0;;19466;iPhone 5S;16;Silver;Grade A;129.00;30;
1;84;1;;33;1;77.74;97.00;;;24-B7272;0.29;1.23200;33;0;0;0;;20481;iPhone 5S;16;Silver;Grade B;110.00;1;
1;84;1;;59;1;77.74;92.00;;;24-C7281;0.29;1.23200;0;0;17;42;2018-02-26;9660;iPhone 5S;16;Silver;Grade C;78.00;129;
1;84;1;;1;1;77.74;87.00;;;24-D7290;0.29;1.23200;0;1;0;0;;30516;iPhone 5S;16;Silver;Grade D;78.00;0;
1;84;1;;25;1;106.71;119.00;;;24-A7266;0.29;1.23200;1;0;24;0;;19658;iPhone 5S;16;Grey;Grade A;120.00;2;
1;84;1;;31;1;76.96;96.00;;;24-B7275;0.29;1.23200;26;0;5;0;;19457;iPhone 5S;16;Grey;Grade B;110.00;0;
1;84;1;;153;1;76.96;91.00;;;24-C7284;0.29;1.23200;18;1;88;46;2018-02-26;9661;iPhone 5S;16;Grey;Grade C;78.00;124;
1;84;1;;8;1;76.96;86.00;;;24-D7293;0.29;1.23200;8;0;0;0;;19458;iPhone 5S;16;Grey;Grade D;78.00;0;
1;84;1;;91;1;201.08;224.00;;;21-GOL7141;0.27;1.23200;50;3;38;0;;52063;iPhone 6;64;Gold;Grade A;234.00;1;
1;84;1;;18;1;159.16;187.00;;;21-GOL7153;0.27;1.23200;6;0;12;0;;19521;iPhone 6;64;Gold;Grade B;250.00;0;
1;84;1;;263;1;159.16;182.00;;;21-GOL7165;0.27;1.23200;21;0;138;104;2018-02-26;15962;iPhone 6;64;Gold;Grade C;208.00;86;
1;84;1;;31;1;159.16;177.00;;;21-GOL7177;0.27;1.23200;30;1;0;0;;19523;iPhone 6;64;Gold;Grade D;208.00;0;
1;84;1;;69;1;202.04;225.00;;;21-A7133;0.27;1.23200;66;0;3;0;;19525;iPhone 6;64;Silver;Grade A;234.00;0;
1;84;1;;16;1;155.77;184.00;;;21-B7145;0.27;1.23200;8;2;6;0;;19526;iPhone 6;64;Silver;Grade B;250.00;0;
1;84;1;;22;1;155.77;179.00;;;21-C7157;0.27;1.23200;0;22;0;0;;15956;iPhone 6;64;Silver;Grade C;208.00;57;
1;84;1;;13;1;155.77;174.00;;;21-D7169;0.27;1.23200;0;13;0;0;;19527;iPhone 6;64;Silver;Grade D;208.00;0;
1;84;1;;90;1;201.18;224.00;;;21-A7137;0.27;1.23200;90;0;0;0;;19517;iPhone 6;64;Grey;Grade A;234.00;2;
1;84;1;;14;1;154.29;182.00;;;21-B7149;0.27;1.23200;12;0;2;0;;19518;iPhone 6;64;Grey;Grade B;250.00;0;
1;84;1;;298;1;154.29;177.00;;;21-C7161;0.27;1.23200;0;2;11;285;2018-02-13;15958;iPhone 6;64;Grey;Grade C;208.00;223;
1;84;1;;13;1;154.29;172.00;;;21-D7173;0.27;1.23200;0;13;0;0;;19519;iPhone 6;64;Grey;Grade D;208.00;0;
1;84;1;;0;1;1000.00;1112.00;;;21-GOL7140;0.27;1.23200;0;0;0;0;;74993;iPhone 6;32;Gold;Grade A;;0;
1;84;1;;0;1;1000.00;1112.00;;;21-GOL7152;0.27;1.23200;0;0;0;0;;74994;iPhone 6;32;Gold;Grade B;;0;
1;84;1;;0;1;1000.00;1112.00;;;21-GOL7164;0.27;1.23200;0;0;0;0;;74995;iPhone 6;32;Gold;Grade C;;0;
1;84;1;;0;1;1000.00;1112.00;;;21-GOL7176;0.27;1.23200;0;0;0;0;;74996;iPhone 6;32;Gold;Grade D;;0;
1;84;1;;0;1;474.07;527.00;;;21-A7136;0.27;1.23200;0;0;0;0;;17536;iPhone 6;32;Grey;Grade A;;0;
1;84;1;;0;1;1000.00;1112.00;;;21-B7148;0.27;1.23200;0;0;0;0;;74970;iPhone 6;32;Grey;Grade B;;0;
1;84;1;;0;1;1000.00;1112.00;;;21-C7160;0.27;1.23200;0;0;0;0;;74972;iPhone 6;32;Grey;Grade C;;0;
1;84;1;;0;1;1000.00;1112.00;;;21-D7172;0.27;1.23200;0;0;0;0;;74982;iPhone 6;32;Grey;Grade D;;0;
1;84;1;;23;1;168.10;187.00;;;21-GOL7139;0.27;1.23200;1;10;12;0;;19508;iPhone 6;16;Gold;Grade A;209.00;21;
1;84;1;;17;1;122.71;147.00;;;21-GOL7151;0.27;1.23200;4;7;6;0;;13466;iPhone 6;16;Gold;Grade B;125.00;0;
1;84;1;;631;1;122.71;142.00;;;21-GOL7163;0.27;1.23200;0;2;0;629;2018-02-21;29527;iPhone 6;16;Gold;Grade C;125.00;314;
1;84;1;;0;1;122.71;137.00;;;21-GOL7175;0.27;1.23200;0;0;0;0;;19510;iPhone 6;16;Gold;Grade D;125.00;0;
1;84;1;;14;1;172.57;192.00;;;21-A7131;0.27;1.23200;2;1;2;9;2018-02-20;37363;iPhone 6;16;Silver;Grade A;209.00;14;
1;84;1;;44;1;125.01;149.00;;;21-B7143;0.27;1.23200;31;1;12;0;;19512;iPhone 6;16;Silver;Grade B;125.00;0;
1;84;1;;427;1;125.01;144.00;;;21-C7155;0.27;1.23200;0;1;81;345;2018-02-26;13455;iPhone 6;16;Silver;Grade C;125.00;277;
