reference Smarter;reference SunDevice;IDP;Model;Capacity;Color;Grade
108-MED8796;;81072;Apple Watch 1st Generation Stainless Steel 42 MM;16;Black;Grade B
108-PRE8798;;81073;Apple Watch 1st Generation Stainless Steel 42 MM;16;Black;Grade A
90-BAS8809;;81091;Apple Watch Serie 1 Aluminium 38 MM;16;Grey;Grade C
90-BAS8811;;81086;Apple Watch Serie 1 Aluminium 38 MM;16;Pink;Grade C
90-ECO8805;;81090;Apple Watch Serie 1 Aluminium 38 MM;16;Grey;Grade D
90-ECO8807;;81085;Apple Watch Serie 1 Aluminium 38 MM;16;Pink;Grade D
90-GOL8806;;81080;Apple Watch Serie 1 Aluminium 38 MM;16;Gold;Grade D
90-GOL8810;;81081;Apple Watch Serie 1 Aluminium 38 MM;16;Gold;Grade C
90-GOL8814;;81082;Apple Watch Serie 1 Aluminium 38 MM;16;Gold;Grade B
90-GOL8818;;81083;Apple Watch Serie 1 Aluminium 38 MM;16;Gold;Grade A
90-MED8813;;81092;Apple Watch Serie 1 Aluminium 38 MM;16;Grey;Grade B
90-MED8815;;81087;Apple Watch Serie 1 Aluminium 38 MM;16;Pink;Grade B
90-PRE8817;;81093;Apple Watch Serie 1 Aluminium 38 MM;16;Grey;Grade A
90-PRE8819;;81088;Apple Watch Serie 1 Aluminium 38 MM;16;Pink;Grade A
90-BAS8825;;81106;Apple Watch Serie 1 Aluminium 42 MM;16;Grey;Grade C
90-BAS8827;;81101;Apple Watch Serie 1 Aluminium 42 MM;16;Pink;Grade C
90-ECO8821;;81105;Apple Watch Serie 1 Aluminium 42 MM;16;Grey;Grade D
90-ECO8823;;81100;Apple Watch Serie 1 Aluminium 42 MM;16;Pink;Grade D
90-GOL8822;;81095;Apple Watch Serie 1 Aluminium 42 MM;16;Gold;Grade D
90-GOL8826;;81096;Apple Watch Serie 1 Aluminium 42 MM;16;Gold;Grade C
90-GOL8830;;81097;Apple Watch Serie 1 Aluminium 42 MM;16;Gold;Grade B
90-GOL8834;;81098;Apple Watch Serie 1 Aluminium 42 MM;16;Gold;Grade A
90-MED8829;;81107;Apple Watch Serie 1 Aluminium 42 MM;16;Grey;Grade B
90-MED8831;;81102;Apple Watch Serie 1 Aluminium 42 MM;16;Pink;Grade B
90-PRE8833;;81108;Apple Watch Serie 1 Aluminium 42 MM;16;Grey;Grade A
90-PRE8835;;81103;Apple Watch Serie 1 Aluminium 42 MM;16;Pink;Grade A
91-GOL8855;;81110;Apple Watch Serie 2 Aluminium (sport) 38 MM;16;Gold;Grade D
91-GOL8867;;81113;Apple Watch Serie 2 Aluminium (sport) 38 MM;16;Gold;Grade A
91-GOL8863;;81112;Apple Watch Serie 2 Aluminium (sport) 38 MM;16;Gold;Grade B
91-BAS8858;;81121;Apple Watch Serie 2 Aluminium (sport) 38 MM;16;Grey;Grade C
91-BAS8860;;81116;Apple Watch Serie 2 Aluminium (sport) 38 MM;16;Pink;Grade C
91-ECO8854;;81120;Apple Watch Serie 2 Aluminium (sport) 38 MM;16;Grey;Grade D
91-ECO8856;;81115;Apple Watch Serie 2 Aluminium (sport) 38 MM;16;Pink;Grade D
91-GOL8859;;81111;Apple Watch Serie 2 Aluminium (sport) 38 MM;16;Gold;Grade C
91-PRE8866;;81123;Apple Watch Serie 2 Aluminium (sport) 38 MM;16;Grey;Grade A
91-GOL8871;;81125;Apple Watch Serie 2 Aluminium (sport) 42 MM;16;Gold;Grade D
91-ECO8872;;81130;Apple Watch Serie 2 Aluminium (sport) 42 MM;16;Pink;Grade D
91-BAS8876;;81131;Apple Watch Serie 2 Aluminium (sport) 42 MM;16;Pink;Grade C
91-BAS8874;;81136;Apple Watch Serie 2 Aluminium (sport) 42 MM;16;Grey;Grade C
91-ECO8870;;81135;Apple Watch Serie 2 Aluminium (sport) 42 MM;16;Grey;Grade D
91-GOL8875;;81126;Apple Watch Serie 2 Aluminium (sport) 42 MM;16;Gold;Grade C
91-MED8878;;81137;Apple Watch Serie 2 Aluminium (sport) 42 MM;16;Grey;Grade B
91-MED8880;;81132;Apple Watch Serie 2 Aluminium (sport) 42 MM;16;Pink;Grade B
91-PRE8882;;81138;Apple Watch Serie 2 Aluminium (sport) 42 MM;16;Grey;Grade A
91-PRE8884;;81133;Apple Watch Serie 2 Aluminium (sport) 42 MM;16;Pink;Grade A
94-ECO8885;;81140;Apple Watch Serie 2 Nike + 38 MM;16;Silver;Grade D
94-MED8889;;81142;Apple Watch Serie 2 Nike + 38 MM;16;Silver;Grade B
94-PRE8891;;81143;Apple Watch Serie 2 Nike + 38 MM;16;Silver;Grade A
94-ECO8893;;81145;Apple Watch Serie 2 Nike + 42 MM;16;Silver;Grade D
94-BAS8895;;81146;Apple Watch Serie 2 Nike + 42 MM;16;Silver;Grade C
94-MED8897;;81147;Apple Watch Serie 2 Nike + 42 MM;16;Silver;Grade B
94-PRE8899;;81148;Apple Watch Serie 2 Nike + 42 MM;16;Silver;Grade A
109-BAS8839;;81151;Apple Watch Serie 2 stainless steel 38 MM;16;Black;Grade C
109-ECO8837;;81150;Apple Watch Serie 2 stainless steel 38 MM;16;Black;Grade D
109-PRE8843;;81153;Apple Watch Serie 2 stainless steel 38 MM;16;Black;Grade A
109-BAS8847;;81156;Apple Watch Serie 2 stainless steel 42MM;16;Black;Grade C
109-PRE8851;;81158;Apple Watch Serie 2 stainless steel 42MM;16;Black;Grade A
109-ECO8845;;81155;Apple Watch Serie 2 stainless steel 42MM;16;Black;Grade D
611-GOL10705;;90130;Apple Watch Serie 3 Aluminium (sport) 38 MM GPS;16;Gold;Grade B
611-GOL10702;;90131;Apple Watch Serie 3 Aluminium (sport) 38 MM GPS;16;Gold;Grade C
611-BAS10701;;90141;Apple Watch Serie 3 Aluminium (sport) 38 MM GPS;16;Grey;Grade C
611-BAS10700;;90136;Apple Watch Serie 3 Aluminium (sport) 38 MM GPS;16;Silver;Grade C
611-ECO10697;;90137;Apple Watch Serie 3 Aluminium (sport) 38 MM GPS;16;Silver;Grade D
611-ECO10698;;90142;Apple Watch Serie 3 Aluminium (sport) 38 MM GPS;16;Grey;Grade D
611-GOL10699;;90132;Apple Watch Serie 3 Aluminium (sport) 38 MM GPS;16;Gold;Grade D
611-MED10703;;90135;Apple Watch Serie 3 Aluminium (sport) 38 MM GPS;16;Silver;Grade B
611-MED10704;;90140;Apple Watch Serie 3 Aluminium (sport) 38 MM GPS;16;Grey;Grade B
611-PRE10706;;90134;Apple Watch Serie 3 Aluminium (sport) 38 MM GPS;16;Silver;Grade A
611-PRE10707;;90139;Apple Watch Serie 3 Aluminium (sport) 38 MM GPS;16;Grey;Grade A
611-GOL10714;;90161;Apple Watch Serie 3 Aluminium (sport) 42 MM GPS;16;Gold;Grade C
611-ECO10709;;90152;Apple Watch Serie 3 Aluminium (sport) 42 MM GPS;16;Silver;Grade D
611-BAS10712;;90151;Apple Watch Serie 3 Aluminium (sport) 42 MM GPS;16;Silver;Grade C
611-BAS10713;;90156;Apple Watch Serie 3 Aluminium (sport) 42 MM GPS;16;Grey;Grade C
611-ECO10710;;90157;Apple Watch Serie 3 Aluminium (sport) 42 MM GPS;16;Grey;Grade D
611-GOL10711;;90162;Apple Watch Serie 3 Aluminium (sport) 42 MM GPS;16;Gold;Grade D
611-GOL10717;;90160;Apple Watch Serie 3 Aluminium (sport) 42 MM GPS;16;Gold;Grade B
611-MED10715;;90149;Apple Watch Serie 3 Aluminium (sport) 42 MM GPS;16;Silver;Grade B
611-MED10716;;90155;Apple Watch Serie 3 Aluminium (sport) 42 MM GPS;16;Grey;Grade B
611-PRE10718;;90150;Apple Watch Serie 3 Aluminium (sport) 42 MM GPS;16;Silver;Grade A
611-PRE10719;;90154;Apple Watch Serie 3 Aluminium (sport) 42 MM GPS;16;Grey;Grade A
613-BAS10739;;90166;Apple Watch Serie 3 Nike + 38 MM GPS;16;Silver;Grade C
613-BAS10740;;90186;Apple Watch Serie 3 Nike + 38 MM GPS;16;Grey;Grade C
613-ECO10737;;90167;Apple Watch Serie 3 Nike + 38 MM GPS;16;Silver;Grade D
613-ECO10738;;90187;Apple Watch Serie 3 Nike + 38 MM GPS;16;Grey;Grade D
613-MED10741;;90165;Apple Watch Serie 3 Nike + 38 MM GPS;16;Silver;Grade B
613-MED10742;;90185;Apple Watch Serie 3 Nike + 38 MM GPS;16;Grey;Grade B
613-PRE10743;;90164;Apple Watch Serie 3 Nike + 38 MM GPS;16;Silver;Grade A
613-PRE10744;;90184;Apple Watch Serie 3 Nike + 38 MM GPS;16;Grey;Grade A
613-MED10750;;90180;Apple Watch Serie 3 Nike + 42 MM GPS;16;Grey;Grade B
613-PRE10752;;90179;Apple Watch Serie 3 Nike + 42 MM GPS;16;Grey;Grade A
613-BAS10747;;90171;Apple Watch Serie 3 Nike + 42 MM GPS;16;Silver;Grade C
613-BAS10748;;90181;Apple Watch Serie 3 Nike + 42 MM GPS;16;Grey;Grade C
613-ECO10745;;90173;Apple Watch Serie 3 Nike + 42 MM GPS;16;Silver;Grade D
613-ECO10746;;90182;Apple Watch Serie 3 Nike + 42 MM GPS;16;Grey;Grade D
613-MED10749;;90170;Apple Watch Serie 3 Nike + 42 MM GPS;16;Silver;Grade B
613-PRE10751;;90169;Apple Watch Serie 3 Nike + 42 MM GPS;16;Silver;Grade A
612-BAS10723;;84979;Apple Watch Serie 3 stainless steel 38 MM G+C;16;Silver;Grade C
612-BAS10724;;84970;Apple Watch Serie 3 stainless steel 38 MM G+C;16;Black;Grade C
612-ECO10721;;84980;Apple Watch Serie 3 stainless steel 38 MM G+C;16;Silver;Grade D
612-ECO10722;;84971;Apple Watch Serie 3 stainless steel 38 MM G+C;16;Black;Grade D
612-MED10725;;84978;Apple Watch Serie 3 stainless steel 38 MM G+C;16;Silver;Grade B
612-MED10726;;84969;Apple Watch Serie 3 stainless steel 38 MM G+C;16;Black;Grade B
612-PRE10727;;84977;Apple Watch Serie 3 stainless steel 38 MM G+C;16;Silver;Grade A
612-PRE10728;;84968;Apple Watch Serie 3 stainless steel 38 MM G+C;16;Black;Grade A
612-BAS10731;;84993;Apple Watch Serie 3 Stainless Steel 42 MM G+C;16;Silver;Grade C
612-BAS10732;;84988;Apple Watch Serie 3 Stainless Steel 42 MM G+C;16;Black;Grade C
612-ECO10729;;84994;Apple Watch Serie 3 Stainless Steel 42 MM G+C;16;Silver;Grade D
612-ECO10730;;84989;Apple Watch Serie 3 Stainless Steel 42 MM G+C;16;Black;Grade D
612-MED10733;;84992;Apple Watch Serie 3 Stainless Steel 42 MM G+C;16;Silver;Grade B
612-PRE10735;;84991;Apple Watch Serie 3 Stainless Steel 42 MM G+C;16;Silver;Grade A
588-BAS10068;;84811;Galaxy Note 8;64;Grey;Grade C
588-MED10076;;84810;Galaxy Note 8;64;Grey;Grade B
588-BAS10066;;84808;Galaxy Note 8;64;Blue;Grade C
588-BAS10065;;88413;Galaxy Note 8;256;Black;Grade C
588-GOL10062;;84807;Galaxy Note 8;64;Gold;Grade C
588-BAS10067;;88418;Galaxy Note 8;256;Blue;Grade C
588-ECO10056;;82471;Galaxy Note 8;64;Black;Grade D
588-PRE10084;;84835;Galaxy Note 8;64;Grey;Grade A
588-MED10074;;84809;Galaxy Note 8;64;Blue;Grade B
588-MED10075;;88417;Galaxy Note 8;256;Blue;Grade B
588-BAS10064;;82472;Galaxy Note 8;64;Black;Grade C
588-ECO10060;;84836;Galaxy Note 8;64;Grey;Grade D
588-MED10073;;88412;Galaxy Note 8;256;Black;Grade B
588-PRE10082;;84829;Galaxy Note 8;64;Blue;Grade A
588-GOL10054;;84839;Galaxy Note 8;64;Gold;Grade D
588-GOL10070;;84806;Galaxy Note 8;64;Gold;Grade B
588-PRE10081;;88411;Galaxy Note 8;256;Black;Grade A
588-ECO10059;;88419;Galaxy Note 8;256;Blue;Grade D
588-ECO10057;;88414;Galaxy Note 8;256;Black;Grade D
588-BAS10069;;88561;Galaxy Note 8;256;Grey;Grade C
588-ECO10058;;84831;Galaxy Note 8;64;Blue;Grade D
588-ECO10061;;88562;Galaxy Note 8;256;Grey;Grade D
588-GOL10055;;88557;Galaxy Note 8;256;Gold;Grade D
588-GOL10063;;88556;Galaxy Note 8;256;Gold;Grade C
588-GOL10071;;88555;Galaxy Note 8;256;Gold;Grade B
588-GOL10078;;84838;Galaxy Note 8;64;Gold;Grade A
588-GOL10079;;88554;Galaxy Note 8;256;Gold;Grade A
588-MED10072;;82473;Galaxy Note 8;64;Black;Grade B
588-MED10077;;88560;Galaxy Note 8;256;Grey;Grade B
588-PRE10080;;82474;Galaxy Note 8;64;Black;Grade A
588-PRE10083;;88416;Galaxy Note 8;256;Blue;Grade A
588-PRE10085;;88559;Galaxy Note 8;256;Grey;Grade A
117-GAL8974;;82670;Galaxy S8;0;;New
88-BAS10913;;79740;Galaxy S8 G950F;128;Black;Grade C
88-BAS10917;;86003;Galaxy S8 G950F;128;Pink;Grade C
88-BAS10921;;79759;Galaxy S8 G950F;128;Silver;Grade C
88-BAS10930;;85981;Galaxy S8 G950F;128;Blue;Grade C
88-ECO10912;;79739;Galaxy S8 G950F;128;Black;Grade D
88-ECO10916;;86004;Galaxy S8 G950F;128;Pink;Grade D
88-ECO10920;;79760;Galaxy S8 G950F;128;Silver;Grade D
88-ECO10929;;85982;Galaxy S8 G950F;128;Blue;Grade D
88-GOL10924;;86018;Galaxy S8 G950F;128;Gold;Grade D
88-GOL10925;;84848;Galaxy S8 G950F;64;Gold;Grade C
88-GOL10926;;84847;Galaxy S8 G950F;64;Gold;Grade B
88-GOL10927;;84846;Galaxy S8 G950F;64;Gold;Grade A
88-GOL10928;;84849;Galaxy S8 G950F;64;Gold;Grade D
88-GOL10985;;86017;Galaxy S8 G950F;128;Gold;Grade C
88-GOL10986;;86016;Galaxy S8 G950F;128;Gold;Grade B
88-GOL10987;;86015;Galaxy S8 G950F;128;Gold;Grade A
88-MED10914;;79741;Galaxy S8 G950F;128;Black;Grade B
88-MED10918;;86002;Galaxy S8 G950F;128;Pink;Grade B
88-MED10922;;79761;Galaxy S8 G950F;128;Silver;Grade B
88-MED10931;;85980;Galaxy S8 G950F;128;Blue;Grade B
88-PRE10915;;79742;Galaxy S8 G950F;128;Black;Grade A
88-PRE10923;;79762;Galaxy S8 G950F;128;Silver;Grade A
88-PRE10932;;85979;Galaxy S8 G950F;128;Blue;Grade A
89-BAS9549;;79770;Galaxy S8 Plus G955F;128;Black;Grade C
89-MED9559;;79771;Galaxy S8 Plus G955F;128;Black;Grade B
89-ECO9539;;79769;Galaxy S8 Plus G955F;128;Black;Grade D
89-GOL10909;;84843;Galaxy S8 Plus G955F;64;Gold;Grade C
89-BAS9555;;79782;Galaxy S8 Plus G955F;128;Grey;Grade C
89-PRE9569;;79772;Galaxy S8 Plus G955F;128;Black;Grade A
89-GOL10908;;84844;Galaxy S8 Plus G955F;64;Gold;Grade D
89-BAS9547;;79790;Galaxy S8 Plus G955F;128;Silver;Grade C
89-BAS9551;;86025;Galaxy S8 Plus G955F;128;Blue;Grade C
89-BAS9553;;86033;Galaxy S8 Plus G955F;128;Pink;Grade C
89-ECO9537;;79789;Galaxy S8 Plus G955F;128;Silver;Grade D
89-ECO9541;;86026;Galaxy S8 Plus G955F;128;Blue;Grade D
89-ECO9543;;86034;Galaxy S8 Plus G955F;128;Pink;Grade D
89-ECO9545;;79783;Galaxy S8 Plus G955F;128;Grey;Grade D
89-GOL10910;;84842;Galaxy S8 Plus G955F;64;Gold;Grade B
89-GOL10911;;84841;Galaxy S8 Plus G955F;64;Gold;Grade A
89-MED9557;;79791;Galaxy S8 Plus G955F;128;Silver;Grade B
89-MED9561;;86024;Galaxy S8 Plus G955F;128;Blue;Grade B
89-MED9563;;86032;Galaxy S8 Plus G955F;128;Pink;Grade B
89-MED9565;;79781;Galaxy S8 Plus G955F;128;Grey;Grade B
89-PRE9567;;79792;Galaxy S8 Plus G955F;128;Silver;Grade A
89-PRE9571;;86021;Galaxy S8 Plus G955F;128;Blue;Grade A
89-PRE9573;;86029;Galaxy S8 Plus G955F;128;Pink;Grade A
89-PRE9575;;79780;Galaxy S8 Plus G955F;128;Grey;Grade A
625-BAS10808;;83497;Galaxy S9 G960W;64;Blue;Grade C
625-BAS10805;;83496;Galaxy S9 G960W;64;Black;Grade C
625-BAS10811;;83498;Galaxy S9 G960W;64;Purple;Grade C
625-ECO10796;;83831;Galaxy S9 G960W;64;Blue;Grade D
625-MED10820;;83832;Galaxy S9 G960W;64;Blue;Grade B
625-MED10817;;83828;Galaxy S9 G960W;64;Black;Grade B
625-BAS10806;;95161;Galaxy S9 G960W;128;Black;Grade C
625-BAS10807;;95221;Galaxy S9 G960W;256;Black;Grade C
625-BAS10809;;95171;Galaxy S9 G960W;128;Blue;Grade A
625-BAS10810;;95279;Galaxy S9 G960W;256;Blue;Grade C
625-BAS10812;;95176;Galaxy S9 G960W;128;Purple;Grade C
625-BAS10813;;95284;Galaxy S9 G960W;256;Purple;Grade C
625-ECO10793;;83827;Galaxy S9 G960W;64;Black;Grade D
625-ECO10794;;95162;Galaxy S9 G960W;128;Black;Grade D
625-ECO10795;;95222;Galaxy S9 G960W;256;Black;Grade D
625-ECO10797;;95172;Galaxy S9 G960W;128;Blue;Grade D
625-ECO10798;;95280;Galaxy S9 G960W;256;Blue;Grade D
625-ECO10799;;83835;Galaxy S9 G960W;64;Purple;Grade D
625-ECO10800;;95177;Galaxy S9 G960W;128;Purple;Grade D
625-ECO10801;;95285;Galaxy S9 G960W;256;Purple;Grade D
625-GOL10790;;92890;Galaxy S9 G960W;64;Gold;Grade D
625-GOL10791;;95195;Galaxy S9 G960W;128;Gold;Grade D
625-GOL10792;;95261;Galaxy S9 G960W;256;Gold;Grade D
625-GOL10802;;92889;Galaxy S9 G960W;64;Gold;Grade C
625-GOL10803;;95194;Galaxy S9 G960W;128;Gold;Grade A
625-GOL10804;;95260;Galaxy S9 G960W;256;Gold;Grade C
625-GOL10814;;92888;Galaxy S9 G960W;64;Gold;Grade B
625-GOL10815;;95193;Galaxy S9 G960W;128;Gold;Grade B
625-GOL10816;;95259;Galaxy S9 G960W;256;Gold;Grade B
625-GOL10826;;92887;Galaxy S9 G960W;64;Gold;Grade A
625-GOL10827;;95192;Galaxy S9 G960W;128;Gold;Grade C
625-GOL10828;;95253;Galaxy S9 G960W;256;Gold;Grade A
625-MED10818;;95160;Galaxy S9 G960W;128;Black;Grade B
625-MED10819;;95213;Galaxy S9 G960W;256;Black;Grade B
625-MED10821;;95170;Galaxy S9 G960W;128;Blue;Grade B
625-MED10822;;95278;Galaxy S9 G960W;256;Blue;Grade B
625-MED10823;;83836;Galaxy S9 G960W;64;Purple;Grade B
625-MED10824;;95175;Galaxy S9 G960W;128;Purple;Grade B
625-MED10825;;95283;Galaxy S9 G960W;256;Purple;Grade B
625-PRE10829;;83829;Galaxy S9 G960W;64;Black;Grade A
625-PRE10830;;95159;Galaxy S9 G960W;128;Black;Grade A
625-PRE10831;;95212;Galaxy S9 G960W;256;Black;Grade A
625-PRE10832;;83833;Galaxy S9 G960W;64;Blue;Grade A
625-PRE10833;;95166;Galaxy S9 G960W;128;Blue;Grade C
625-PRE10834;;95277;Galaxy S9 G960W;256;Blue;Grade A
625-PRE10835;;83837;Galaxy S9 G960W;64;Purple;Grade A
625-PRE10836;;95174;Galaxy S9 G960W;128;Purple;Grade A
625-PRE10837;;95282;Galaxy S9 G960W;256;Purple;Grade A
608-BAS10549;;83500;Galaxy S9 Plus G965W;64;Blue;Grade C
608-BAS10546;;83499;Galaxy S9 Plus G965W;64;Black;Grade C
608-MED10558;;83844;Galaxy S9 Plus G965W;64;Blue;Grade B
608-MED10555;;83840;Galaxy S9 Plus G965W;64;Black;Grade B
608-BAS10552;;83501;Galaxy S9 Plus G965W;64;Purple;Grade C
608-ECO10540;;83843;Galaxy S9 Plus G965W;64;Blue;Grade D
608-ECO10537;;83839;Galaxy S9 Plus G965W;64;Black;Grade D
608-PRE10567;;83845;Galaxy S9 Plus G965W;64;Blue;Grade A
608-ECO10543;;83847;Galaxy S9 Plus G965W;64;Purple;Grade D
608-BAS10547;;90985;Galaxy S9 Plus G965W;128;Black;Grade C
608-BAS10548;;90970;Galaxy S9 Plus G965W;256;Black;Grade C
608-BAS10550;;90995;Galaxy S9 Plus G965W;128;Blue;Grade C
608-BAS10551;;90982;Galaxy S9 Plus G965W;256;Blue;Grade C
608-BAS10553;;91000;Galaxy S9 Plus G965W;128;Purple;Grade C
608-BAS10554;;90990;Galaxy S9 Plus G965W;256;Purple;Grade C
608-ECO10538;;90987;Galaxy S9 Plus G965W;128;Black;Grade D
608-ECO10539;;90971;Galaxy S9 Plus G965W;256;Black;Grade D
608-ECO10541;;90996;Galaxy S9 Plus G965W;128;Blue;Grade D
608-ECO10542;;90983;Galaxy S9 Plus G965W;256;Blue;Grade D
608-ECO10544;;91001;Galaxy S9 Plus G965W;128;Purple;Grade D
608-ECO10545;;90991;Galaxy S9 Plus G965W;256;Purple;Grade D
608-GOL10904;;92907;Galaxy S9 Plus G965W;64;Gold;Grade D
608-GOL10905;;92906;Galaxy S9 Plus G965W;64;Gold;Grade C
608-GOL10906;;92899;Galaxy S9 Plus G965W;64;Gold;Grade B
608-GOL10907;;92898;Galaxy S9 Plus G965W;64;Gold;Grade A
608-MED10556;;90984;Galaxy S9 Plus G965W;128;Black;Grade B
608-MED10557;;90969;Galaxy S9 Plus G965W;256;Black;Grade B
608-MED10559;;90994;Galaxy S9 Plus G965W;128;Blue;Grade B
608-MED10560;;90981;Galaxy S9 Plus G965W;256;Blue;Grade B
608-MED10561;;83848;Galaxy S9 Plus G965W;64;Purple;Grade B
608-MED10562;;90999;Galaxy S9 Plus G965W;128;Purple;Grade B
608-MED10563;;90989;Galaxy S9 Plus G965W;256;Purple;Grade B
608-PRE10564;;83841;Galaxy S9 Plus G965W;64;Black;Grade A
608-PRE10565;;90976;Galaxy S9 Plus G965W;128;Black;Grade A
608-PRE10566;;90968;Galaxy S9 Plus G965W;256;Black;Grade A
608-PRE10568;;90993;Galaxy S9 Plus G965W;128;Blue;Grade A
608-PRE10569;;90980;Galaxy S9 Plus G965W;256;Blue;Grade A
608-PRE10570;;83849;Galaxy S9 Plus G965W;64;Purple;Grade A
608-PRE10571;;90998;Galaxy S9 Plus G965W;128;Purple;Grade A
608-PRE10572;;90988;Galaxy S9 Plus G965W;256;Purple;Grade A
107-1288715;;83034;Google Pixel XL;128;Black;New
107-1288713;;83036;Google Pixel XL;128;Silver;New
107-32 8714;;39788;Google Pixel XL;32;Black;New
107-32 8712;;83037;Google Pixel XL;32;Silver;New
626-BAS10964;;81202;iPad 1 WIFI;16;Black;Grade C
626-BAS10965;;81207;iPad 1 WIFI;32;Black;Grade C
626-BAS10966;;81212;iPad 1 WIFI;64;Black;Grade C
626-ECO10961;;81201;iPad 1 WIFI;16;Black;Grade D
626-ECO10962;;81206;iPad 1 WIFI;32;Black;Grade D
626-ECO10963;;81211;iPad 1 WIFI;64;Black;Grade D
626-MED10967;;81203;iPad 1 WIFI;16;Black;Grade B
626-MED10968;;81208;iPad 1 WIFI;32;Black;Grade B
626-MED10969;;81213;iPad 1 WIFI;64;Black;Grade B
626-PRE10970;;81204;iPad 1 WIFI;16;Black;Grade A
626-PRE10971;;81209;iPad 1 WIFI;32;Black;Grade A
626-PRE10972;;81214;iPad 1 WIFI;64;Black;Grade A
119-BAS9002;;80107;iPad 2 Cellular;16;White;Grade C
119-BAS9003;;80117;iPad 2 Cellular;32;White;Grade C
119-BAS9004;;80127;iPad 2 Cellular;64;White;Grade C
119-BAS9005;;80102;iPad 2 Cellular;16;Black;Grade C
119-BAS9006;;80112;iPad 2 Cellular;32;Black;Grade C
119-BAS9007;;80122;iPad 2 Cellular;64;Black;Grade C
119-ECO8996;;80108;iPad 2 Cellular;16;White;Grade D
119-ECO8997;;80118;iPad 2 Cellular;32;White;Grade D
119-ECO8998;;80128;iPad 2 Cellular;64;White;Grade D
119-ECO8999;;80103;iPad 2 Cellular;16;Black;Grade D
119-ECO9000;;80113;iPad 2 Cellular;32;Black;Grade D
119-ECO9001;;80123;iPad 2 Cellular;64;Black;Grade D
119-MED9008;;80106;iPad 2 Cellular;16;White;Grade B
119-MED9009;;80116;iPad 2 Cellular;32;White;Grade B
119-MED9010;;80126;iPad 2 Cellular;64;White;Grade B
119-MED9011;;80101;iPad 2 Cellular;16;Black;Grade B
119-MED9012;;80111;iPad 2 Cellular;32;Black;Grade B
119-MED9013;;80121;iPad 2 Cellular;64;Black;Grade B
119-PRE9014;;80105;iPad 2 Cellular;16;White;Grade A
119-PRE9015;;80115;iPad 2 Cellular;32;White;Grade A
119-PRE9016;;80125;iPad 2 Cellular;64;White;Grade A
