id_shop_default;id_product;id_product_attribute;name;id_supplier;supplier_name;supplier_reference;id_manufacturer;manufacturer_name;id_tax;tax_rate;id_category_default;all_categories_ID;all_categories_Name;on_sale;online_only;ean13;upc;ecotax;quantity;minimal_quantity;wholesale_price;price;price_vat;price_discounted;discount_amount;unity;unit_price_ratio;additional_shipping_cost;reference;location;width;height;depth;weight;out_of_stock;quantity_discount;uploadable_files;text_fields;active;available_for_order;available_date;condition;show_price;indexed;visibility;cache_is_pack;cache_has_attachments;is_virtual;cache_default_attribute;date_add;date_upd;advanced_stock_management;description;description_short;url_product;url_image;link_rewrite;meta_description;meta_keywords;meta_title;features;available_now;available_later;Currency
1;8;4334;iPhone 6s - Color - Rose Gold, Version - A1633, Grade - A, Capacite - 128 GB;0;;;2;Apple;53;0;3;2,3;Home,Refurbished;0;0;;;0.000000;100;1;150;160;0;0;0;;0.000000;0.00;18-A164334;;0.000000;0.000000;0.000000;0.000000;2;0;1;0;1;1;0000-00-00;used;1;1;both;0;0;0;4319;15/11/2017 15:59;30/01/2018 09:20;1;;;https://b2b-next.lesastucesdupro.info/en/refurbished/8-iphone-6s.html;http://b2b-next.lesastucesdupro.info/img/p/4/8/7/487-large_default.jpg;iphone-6s;;;;;;;
1;8;4335;iPhone 6s - Color - Silver, Version - A1633, Grade - B, Capacite - 16 GB;0;;;2;Apple;53;0;3;2,3;Home,Refurbished;0;0;;;0.000000;100;1;150;160;0;0;0;;0.000000;0.00;18-A164335;;0.000000;0.000000;0.000000;0.000000;2;0;1;0;1;1;0000-00-00;used;1;1;both;0;0;0;4319;15/11/2017 15:59;30/01/2018 09:20;1;;;https://b2b-next.lesastucesdupro.info/en/refurbished/8-iphone-6s.html;http://b2b-next.lesastucesdupro.info/img/p/3/7/1/371-large_default.jpg;iphone-6s;;;;;;;
1;8;4336;iPhone 6s - Color - Silver, Version - A1633, Grade - B, Capacite - 32 GB;0;;;2;Apple;53;0;3;2,3;Home,Refurbished;0;0;;;0.000000;100;1;150;160;0;0;0;;0.000000;0.00;18-A164336;;0.000000;0.000000;0.000000;0.000000;2;0;1;0;1;1;0000-00-00;used;1;1;both;0;0;0;4319;15/11/2017 15:59;30/01/2018 09:20;1;;;https://b2b-next.lesastucesdupro.info/en/refurbished/8-iphone-6s.html;http://b2b-next.lesastucesdupro.info/img/p/3/7/1/371-large_default.jpg;iphone-6s;;;;;;;
1;8;4337;iPhone 6s - Color - Silver, Version - A1633, Grade - B, Capacite - 64 GB;0;;;2;Apple;53;0;3;2,3;Home,Refurbished;0;0;;;0.000000;100;1;150;160;0;0;0;;0.000000;0.00;18-A164337;;0.000000;0.000000;0.000000;0.000000;2;0;1;0;1;1;0000-00-00;used;1;1;both;0;0;0;4319;15/11/2017 15:59;30/01/2018 09:20;1;;;https://b2b-next.lesastucesdupro.info/en/refurbished/8-iphone-6s.html;http://b2b-next.lesastucesdupro.info/img/p/3/7/1/371-large_default.jpg;iphone-6s;;;;;;;
1;8;4338;iPhone 6s - Color - Silver, Version - A1633, Grade - B, Capacite - 128 GB;0;;;2;Apple;53;0;3;2,3;Home,Refurbished;0;0;;;0.000000;100;1;150;160;0;0;0;;0.000000;0.00;18-A164338;;0.000000;0.000000;0.000000;0.000000;2;0;1;0;1;1;0000-00-00;used;1;1;both;0;0;0;4319;15/11/2017 15:59;30/01/2018 09:20;1;;;https://b2b-next.lesastucesdupro.info/en/refurbished/8-iphone-6s.html;http://b2b-next.lesastucesdupro.info/img/p/3/7/1/371-large_default.jpg;iphone-6s;;;;;;;
1;8;4339;iPhone 6s - Color - Space Gray, Version - A1633, Grade - B, Capacite - 16 GB;0;;;2;Apple;53;0;3;2,3;Home,Refurbished;0;0;;;0.000000;100;1;150;160;0;0;0;;0.000000;0.00;18-A164339;;0.000000;0.000000;0.000000;0.000000;2;0;1;0;1;1;0000-00-00;used;1;1;both;0;0;0;4319;15/11/2017 15:59;30/01/2018 09:20;1;;;https://b2b-next.lesastucesdupro.info/en/refurbished/8-iphone-6s.html;http://b2b-next.lesastucesdupro.info/img/p/3/5/9/359-large_default.jpg;iphone-6s;;;;;;;
1;8;4340;iPhone 6s - Color - Space Gray, Version - A1633, Grade - B, Capacite - 32 GB;0;;;2;Apple;53;0;3;2,3;Home,Refurbished;0;0;;;0.000000;100;1;150;160;0;0;0;;0.000000;0.00;18-A164340;;0.000000;0.000000;0.000000;0.000000;2;0;1;0;1;1;0000-00-00;used;1;1;both;0;0;0;4319;15/11/2017 15:59;30/01/2018 09:20;1;;;https://b2b-next.lesastucesdupro.info/en/refurbished/8-iphone-6s.html;http://b2b-next.lesastucesdupro.info/img/p/3/5/9/359-large_default.jpg;iphone-6s;;;;;;;
1;8;4341;iPhone 6s - Color - Space Gray, Version - A1633, Grade - B, Capacite - 64 GB;0;;;2;Apple;53;0;3;2,3;Home,Refurbished;0;0;;;0.000000;100;1;150;160;0;0;0;;0.000000;0.00;18-A164341;;0.000000;0.000000;0.000000;0.000000;2;0;1;0;1;1;0000-00-00;used;1;1;both;0;0;0;4319;15/11/2017 15:59;30/01/2018 09:20;1;;;https://b2b-next.lesastucesdupro.info/en/refurbished/8-iphone-6s.html;http://b2b-next.lesastucesdupro.info/img/p/3/5/9/359-large_default.jpg;iphone-6s;;;;;;;
1;8;4342;iPhone 6s - Color - Space Gray, Version - A1633, Grade - B, Capacite - 128 GB;0;;;2;Apple;53;0;3;2,3;Home,Refurbished;0;0;;;0.000000;100;1;150;160;0;0;0;;0.000000;0.00;18-A164342;;0.000000;0.000000;0.000000;0.000000;2;0;1;0;1;1;0000-00-00;used;1;1;both;0;0;0;4319;15/11/2017 15:59;30/01/2018 09:20;1;;;https://b2b-next.lesastucesdupro.info/en/refurbished/8-iphone-6s.html;http://b2b-next.lesastucesdupro.info/img/p/3/5/9/359-large_default.jpg;iphone-6s;;;;;;;
1;8;4343;iPhone 6s - Color - Gold, Version - A1633, Grade - B, Capacite - 16 GB;0;;;2;Apple;53;0;3;2,3;Home,Refurbished;0;0;;;0.000000;100;1;150;160;0;0;0;;0.000000;0.00;18-A164343;;0.000000;0.000000;0.000000;0.000000;2;0;1;0;1;1;0000-00-00;used;1;1;both;0;0;0;4319;15/11/2017 15:59;30/01/2018 09:20;1;;;https://b2b-next.lesastucesdupro.info/en/refurbished/8-iphone-6s.html;http://b2b-next.lesastucesdupro.info/img/p/3/6/3/363-large_default.jpg;iphone-6s;;;;;;;
1;8;4344;iPhone 6s - Color - Gold, Version - A1633, Grade - B, Capacite - 32 GB;0;;;2;Apple;53;0;3;2,3;Home,Refurbished;0;0;;;0.000000;100;1;150;160;0;0;0;;0.000000;0.00;18-A164344;;0.000000;0.000000;0.000000;0.000000;2;0;1;0;1;1;0000-00-00;used;1;1;both;0;0;0;4319;15/11/2017 15:59;30/01/2018 09:20;1;;;https://b2b-next.lesastucesdupro.info/en/refurbished/8-iphone-6s.html;http://b2b-next.lesastucesdupro.info/img/p/3/6/3/363-large_default.jpg;iphone-6s;;;;;;;
1;8;4345;iPhone 6s - Color - Gold, Version - A1633, Grade - B, Capacite - 64 GB;0;;;2;Apple;53;0;3;2,3;Home,Refurbished;0;0;;;0.000000;100;1;150;160;0;0;0;;0.000000;0.00;18-A164345;;0.000000;0.000000;0.000000;0.000000;2;0;1;0;1;1;0000-00-00;used;1;1;both;0;0;0;4319;15/11/2017 15:59;30/01/2018 09:20;1;;;https://b2b-next.lesastucesdupro.info/en/refurbished/8-iphone-6s.html;http://b2b-next.lesastucesdupro.info/img/p/3/6/3/363-large_default.jpg;iphone-6s;;;;;;;
1;8;4346;iPhone 6s - Color - Gold, Version - A1633, Grade - B, Capacite - 128 GB;0;;;2;Apple;53;0;3;2,3;Home,Refurbished;0;0;;;0.000000;100;1;150;160;0;0;0;;0.000000;0.00;18-A164346;;0.000000;0.000000;0.000000;0.000000;2;0;1;0;1;1;0000-00-00;used;1;1;both;0;0;0;4319;15/11/2017 15:59;30/01/2018 09:20;1;;;https://b2b-next.lesastucesdupro.info/en/refurbished/8-iphone-6s.html;http://b2b-next.lesastucesdupro.info/img/p/3/6/3/363-large_default.jpg;iphone-6s;;;;;;;
1;8;4347;iPhone 6s - Color - Rose Gold, Version - A1633, Grade - B, Capacite - 16 GB;0;;;2;Apple;53;0;3;2,3;Home,Refurbished;0;0;;;0.000000;100;1;150;160;0;0;0;;0.000000;0.00;18-A164347;;0.000000;0.000000;0.000000;0.000000;2;0;1;0;1;1;0000-00-00;used;1;1;both;0;0;0;4319;15/11/2017 15:59;30/01/2018 09:20;1;;;https://b2b-next.lesastucesdupro.info/en/refurbished/8-iphone-6s.html;http://b2b-next.lesastucesdupro.info/img/p/4/8/7/487-large_default.jpg;iphone-6s;;;;;;;
1;8;4348;iPhone 6s - Color - Rose Gold, Version - A1633, Grade - B, Capacite - 32 GB;0;;;2;Apple;53;0;3;2,3;Home,Refurbished;0;0;;;0.000000;100;1;150;160;0;0;0;;0.000000;0.00;18-A164348;;0.000000;0.000000;0.000000;0.000000;2;0;1;0;1;1;0000-00-00;used;1;1;both;0;0;0;4319;15/11/2017 15:59;30/01/2018 09:20;1;;;https://b2b-next.lesastucesdupro.info/en/refurbished/8-iphone-6s.html;http://b2b-next.lesastucesdupro.info/img/p/4/8/7/487-large_default.jpg;iphone-6s;;;;;;;
1;8;4349;iPhone 6s - Color - Rose Gold, Version - A1633, Grade - B, Capacite - 64 GB;0;;;2;Apple;53;0;3;2,3;Home,Refurbished;0;0;;;0.000000;100;1;150;160;0;0;0;;0.000000;0.00;18-A164349;;0.000000;0.000000;0.000000;0.000000;2;0;1;0;1;1;0000-00-00;used;1;1;both;0;0;0;4319;15/11/2017 15:59;30/01/2018 09:20;1;;;https://b2b-next.lesastucesdupro.info/en/refurbished/8-iphone-6s.html;http://b2b-next.lesastucesdupro.info/img/p/4/8/7/487-large_default.jpg;iphone-6s;;;;;;;
1;8;4350;iPhone 6s - Color - Rose Gold, Version - A1633, Grade - B, Capacite - 128 GB;0;;;2;Apple;53;0;3;2,3;Home,Refurbished;0;0;;;0.000000;100;1;150;160;0;0;0;;0.000000;0.00;18-A164350;;0.000000;0.000000;0.000000;0.000000;2;0;1;0;1;1;0000-00-00;used;1;1;both;0;0;0;4319;15/11/2017 15:59;30/01/2018 09:20;1;;;https://b2b-next.lesastucesdupro.info/en/refurbished/8-iphone-6s.html;http://b2b-next.lesastucesdupro.info/img/p/4/8/7/487-large_default.jpg;iphone-6s;;;;;;;
1;8;4351;iPhone 6s - Color - Silver, Version - A1633, Grade - C, Capacite - 16 GB;0;;;2;Apple;53;0;3;2,3;Home,Refurbished;0;0;;;0.000000;100;1;150;160;0;0;0;;0.000000;0.00;18-A164351;;0.000000;0.000000;0.000000;0.000000;2;0;1;0;1;1;0000-00-00;used;1;1;both;0;0;0;4319;15/11/2017 15:59;30/01/2018 09:20;1;;;https://b2b-next.lesastucesdupro.info/en/refurbished/8-iphone-6s.html;http://b2b-next.lesastucesdupro.info/img/p/3/7/1/371-large_default.jpg;iphone-6s;;;;;;;
1;8;4352;iPhone 6s - Color - Silver, Version - A1633, Grade - C, Capacite - 32 GB;0;;;2;Apple;53;0;3;2,3;Home,Refurbished;0;0;;;0.000000;100;1;150;160;0;0;0;;0.000000;0.00;18-A164352;;0.000000;0.000000;0.000000;0.000000;2;0;1;0;1;1;0000-00-00;used;1;1;both;0;0;0;4319;15/11/2017 15:59;30/01/2018 09:20;1;;;https://b2b-next.lesastucesdupro.info/en/refurbished/8-iphone-6s.html;http://b2b-next.lesastucesdupro.info/img/p/3/7/1/371-large_default.jpg;iphone-6s;;;;;;;
1;8;4353;iPhone 6s - Color - Silver, Version - A1633, Grade - C, Capacite - 64 GB;0;;;2;Apple;53;0;3;2,3;Home,Refurbished;0;0;;;0.000000;100;1;150;160;0;0;0;;0.000000;0.00;18-A164353;;0.000000;0.000000;0.000000;0.000000;2;0;1;0;1;1;0000-00-00;used;1;1;both;0;0;0;4319;15/11/2017 15:59;30/01/2018 09:20;1;;;https://b2b-next.lesastucesdupro.info/en/refurbished/8-iphone-6s.html;http://b2b-next.lesastucesdupro.info/img/p/3/7/1/371-large_default.jpg;iphone-6s;;;;;;;
1;8;4354;iPhone 6s - Color - Silver, Version - A1633, Grade - C, Capacite - 128 GB;0;;;2;Apple;53;0;3;2,3;Home,Refurbished;0;0;;;0.000000;100;1;150;160;0;0;0;;0.000000;0.00;18-A164354;;0.000000;0.000000;0.000000;0.000000;2;0;1;0;1;1;0000-00-00;used;1;1;both;0;0;0;4319;15/11/2017 15:59;30/01/2018 09:20;1;;;https://b2b-next.lesastucesdupro.info/en/refurbished/8-iphone-6s.html;http://b2b-next.lesastucesdupro.info/img/p/3/7/1/371-large_default.jpg;iphone-6s;;;;;;;
1;8;4355;iPhone 6s - Color - Space Gray, Version - A1633, Grade - C, Capacite - 16 GB;0;;;2;Apple;53;0;3;2,3;Home,Refurbished;0;0;;;0.000000;100;1;150;160;0;0;0;;0.000000;0.00;18-A164355;;0.000000;0.000000;0.000000;0.000000;2;0;1;0;1;1;0000-00-00;used;1;1;both;0;0;0;4319;15/11/2017 15:59;30/01/2018 09:20;1;;;https://b2b-next.lesastucesdupro.info/en/refurbished/8-iphone-6s.html;http://b2b-next.lesastucesdupro.info/img/p/3/5/9/359-large_default.jpg;iphone-6s;;;;;;;
1;8;4356;iPhone 6s - Color - Space Gray, Version - A1633, Grade - C, Capacite - 32 GB;0;;;2;Apple;53;0;3;2,3;Home,Refurbished;0;0;;;0.000000;100;1;150;160;0;0;0;;0.000000;0.00;18-A164356;;0.000000;0.000000;0.000000;0.000000;2;0;1;0;1;1;0000-00-00;used;1;1;both;0;0;0;4319;15/11/2017 15:59;30/01/2018 09:20;1;;;https://b2b-next.lesastucesdupro.info/en/refurbished/8-iphone-6s.html;http://b2b-next.lesastucesdupro.info/img/p/3/5/9/359-large_default.jpg;iphone-6s;;;;;;;
1;8;4357;iPhone 6s - Color - Space Gray, Version - A1633, Grade - C, Capacite - 64 GB;0;;;2;Apple;53;0;3;2,3;Home,Refurbished;0;0;;;0.000000;100;1;150;160;0;0;0;;0.000000;0.00;18-A164357;;0.000000;0.000000;0.000000;0.000000;2;0;1;0;1;1;0000-00-00;used;1;1;both;0;0;0;4319;15/11/2017 15:59;30/01/2018 09:20;1;;;https://b2b-next.lesastucesdupro.info/en/refurbished/8-iphone-6s.html;http://b2b-next.lesastucesdupro.info/img/p/3/5/9/359-large_default.jpg;iphone-6s;;;;;;;
1;8;4358;iPhone 6s - Color - Space Gray, Version - A1633, Grade - C, Capacite - 128 GB;0;;;2;Apple;53;0;3;2,3;Home,Refurbished;0;0;;;0.000000;100;1;150;160;0;0;0;;0.000000;0.00;18-A164358;;0.000000;0.000000;0.000000;0.000000;2;0;1;0;1;1;0000-00-00;used;1;1;both;0;0;0;4319;15/11/2017 15:59;30/01/2018 09:20;1;;;https://b2b-next.lesastucesdupro.info/en/refurbished/8-iphone-6s.html;http://b2b-next.lesastucesdupro.info/img/p/3/5/9/359-large_default.jpg;iphone-6s;;;;;;;
1;8;4359;iPhone 6s - Color - Gold, Version - A1633, Grade - C, Capacite - 16 GB;0;;;2;Apple;53;0;3;2,3;Home,Refurbished;0;0;;;0.000000;100;1;150;160;0;0;0;;0.000000;0.00;18-A164359;;0.000000;0.000000;0.000000;0.000000;2;0;1;0;1;1;0000-00-00;used;1;1;both;0;0;0;4319;15/11/2017 15:59;30/01/2018 09:20;1;;;https://b2b-next.lesastucesdupro.info/en/refurbished/8-iphone-6s.html;http://b2b-next.lesastucesdupro.info/img/p/3/6/3/363-large_default.jpg;iphone-6s;;;;;;;
1;8;4360;iPhone 6s - Color - Gold, Version - A1633, Grade - C, Capacite - 32 GB;0;;;2;Apple;53;0;3;2,3;Home,Refurbished;0;0;;;0.000000;100;1;150;160;0;0;0;;0.000000;0.00;18-A164360;;0.000000;0.000000;0.000000;0.000000;2;0;1;0;1;1;0000-00-00;used;1;1;both;0;0;0;4319;15/11/2017 15:59;30/01/2018 09:20;1;;;https://b2b-next.lesastucesdupro.info/en/refurbished/8-iphone-6s.html;http://b2b-next.lesastucesdupro.info/img/p/3/6/3/363-large_default.jpg;iphone-6s;;;;;;;
1;8;4361;iPhone 6s - Color - Gold, Version - A1633, Grade - C, Capacite - 64 GB;0;;;2;Apple;53;0;3;2,3;Home,Refurbished;0;0;;;0.000000;100;1;150;160;0;0;0;;0.000000;0.00;18-A164361;;0.000000;0.000000;0.000000;0.000000;2;0;1;0;1;1;0000-00-00;used;1;1;both;0;0;0;4319;15/11/2017 15:59;30/01/2018 09:20;1;;;https://b2b-next.lesastucesdupro.info/en/refurbished/8-iphone-6s.html;http://b2b-next.lesastucesdupro.info/img/p/3/6/3/363-large_default.jpg;iphone-6s;;;;;;;
1;8;4362;iPhone 6s - Color - Gold, Version - A1633, Grade - C, Capacite - 128 GB;0;;;2;Apple;53;0;3;2,3;Home,Refurbished;0;0;;;0.000000;100;1;150;160;0;0;0;;0.000000;0.00;18-A164362;;0.000000;0.000000;0.000000;0.000000;2;0;1;0;1;1;0000-00-00;used;1;1;both;0;0;0;4319;15/11/2017 15:59;30/01/2018 09:20;1;;;https://b2b-next.lesastucesdupro.info/en/refurbished/8-iphone-6s.html;http://b2b-next.lesastucesdupro.info/img/p/3/6/3/363-large_default.jpg;iphone-6s;;;;;;;
