id_shop_default;id_product;id_product_attribute;name;id_supplier;supplier_name;supplier_reference;id_manufacturer;manufacturer_name;id_tax;tax_rate;id_category_default;all_categories_ID;all_categories_Name;on_sale;online_only;ean13;upc;ecotax;quantity;minimal_quantity;wholesale_price;price;price_vat;price_discounted;discount_amount;unity;unit_price_ratio;additional_shipping_cost;reference;location;width;height;depth;weight;out_of_stock;quantity_discount;uploadable_files;text_fields;active;available_for_order;available_date;condition;show_price;indexed;visibility;cache_is_pack;cache_has_attachments;is_virtual;cache_default_attribute;date_add;date_upd;advanced_stock_management;description;description_short;url_product;url_image;link_rewrite;meta_description;meta_keywords;meta_title;features;available_now;available_later
1;8;4066;iPhone 6s - Color - Gold, Version - A1633, Grade - A, Capacite - 32 GB;0;;;2;Apple;53;0;3;2,3;Home,Refurbished;0;0;;;0.000000;200;1;200;239;239;239;0;;0.000000;0.00;18-A164066;;0.000000;0.000000;0.000000;0.000000;2;0;1;0;1;1;0000-00-00;used;1;1;both;0;0;0;4057;15/11/2017 15:59;26/01/2018 12:08;1;;;https://b2b-next.lesastucesdupro.info/en/refurbished/8-iphone-6s.html;http://b2b-next.lesastucesdupro.info/img/p/-large_default.jpg;iphone-6s;;;;;;
1;8;4067;iPhone 6s - Color - Gold, Version - A1633, Grade - A, Capacite - 64 GB;0;;;2;Apple;53;0;3;2,3;Home,Refurbished;0;0;;;0.000000;200;1;200;249;249;249;0;;0.000000;0.00;18-A164067;;0.000000;0.000000;0.000000;0.000000;2;0;1;0;1;1;0000-00-00;used;1;1;both;0;0;0;4057;15/11/2017 15:59;26/01/2018 12:08;1;;;https://b2b-next.lesastucesdupro.info/en/refurbished/8-iphone-6s.html;http://b2b-next.lesastucesdupro.info/img/p/-large_default.jpg;iphone-6s;;;;;;
1;8;4068;iPhone 6s - Color - Gold, Version - A1633, Grade - A, Capacite - 128 GB;0;;;2;Apple;53;0;3;2,3;Home,Refurbished;0;0;;;0.000000;200;1;200;259;259;259;0;;0.000000;0.00;18-A164068;;0.000000;0.000000;0.000000;0.000000;2;0;1;0;1;1;0000-00-00;used;1;1;both;0;0;0;4057;15/11/2017 15:59;26/01/2018 12:08;1;;;https://b2b-next.lesastucesdupro.info/en/refurbished/8-iphone-6s.html;http://b2b-next.lesastucesdupro.info/img/p/-large_default.jpg;iphone-6s;;;;;;
1;8;4069;iPhone 6s - Color - Rose Gold, Version - A1633, Grade - A, Capacite - 16 GB;0;;;2;Apple;53;0;3;2,3;Home,Refurbished;0;0;;;0.000000;200;1;200;229;229;229;0;;0.000000;0.00;18-A164069;;0.000000;0.000000;0.000000;0.000000;2;0;1;0;1;1;0000-00-00;used;1;1;both;0;0;0;4057;15/11/2017 15:59;26/01/2018 12:08;1;;;https://b2b-next.lesastucesdupro.info/en/refurbished/8-iphone-6s.html;http://b2b-next.lesastucesdupro.info/img/p/-large_default.jpg;iphone-6s;;;;;;
1;8;4070;iPhone 6s - Color - Rose Gold, Version - A1633, Grade - A, Capacite - 32 GB;0;;;2;Apple;53;0;3;2,3;Home,Refurbished;0;0;;;0.000000;200;1;200;239;239;239;0;;0.000000;0.00;18-A164070;;0.000000;0.000000;0.000000;0.000000;2;0;1;0;1;1;0000-00-00;used;1;1;both;0;0;0;4057;15/11/2017 15:59;26/01/2018 12:08;1;;;https://b2b-next.lesastucesdupro.info/en/refurbished/8-iphone-6s.html;http://b2b-next.lesastucesdupro.info/img/p/-large_default.jpg;iphone-6s;;;;;;
1;8;4071;iPhone 6s - Color - Rose Gold, Version - A1633, Grade - A, Capacite - 64 GB;0;;;2;Apple;53;0;3;2,3;Home,Refurbished;0;0;;;0.000000;200;1;200;249;249;249;0;;0.000000;0.00;18-A164071;;0.000000;0.000000;0.000000;0.000000;2;0;1;0;1;1;0000-00-00;used;1;1;both;0;0;0;4057;15/11/2017 15:59;26/01/2018 12:08;1;;;https://b2b-next.lesastucesdupro.info/en/refurbished/8-iphone-6s.html;http://b2b-next.lesastucesdupro.info/img/p/-large_default.jpg;iphone-6s;;;;;;
1;8;4072;iPhone 6s - Color - Rose Gold, Version - A1633, Grade - A, Capacite - 128 GB;0;;;2;Apple;53;0;3;2,3;Home,Refurbished;0;0;;;0.000000;200;1;200;259;259;259;0;;0.000000;0.00;18-A164072;;0.000000;0.000000;0.000000;0.000000;2;0;1;0;1;1;0000-00-00;used;1;1;both;0;0;0;4057;15/11/2017 15:59;26/01/2018 12:08;1;;;https://b2b-next.lesastucesdupro.info/en/refurbished/8-iphone-6s.html;http://b2b-next.lesastucesdupro.info/img/p/-large_default.jpg;iphone-6s;;;;;;
1;8;4073;iPhone 6s - Color - Silver, Version - A1633, Grade - B, Capacite - 16 GB;0;;;2;Apple;53;0;3;2,3;Home,Refurbished;0;0;;;0.000000;200;1;200;224;224;224;0;;0.000000;0.00;18-A164073;;0.000000;0.000000;0.000000;0.000000;2;0;1;0;1;1;0000-00-00;used;1;1;both;0;0;0;4057;15/11/2017 15:59;26/01/2018 12:08;1;;;https://b2b-next.lesastucesdupro.info/en/refurbished/8-iphone-6s.html;http://b2b-next.lesastucesdupro.info/img/p/-large_default.jpg;iphone-6s;;;;;;
1;8;4074;iPhone 6s - Color - Silver, Version - A1633, Grade - B, Capacite - 32 GB;0;;;2;Apple;53;0;3;2,3;Home,Refurbished;0;0;;;0.000000;200;1;200;234;234;234;0;;0.000000;0.00;18-A164074;;0.000000;0.000000;0.000000;0.000000;2;0;1;0;1;1;0000-00-00;used;1;1;both;0;0;0;4057;15/11/2017 15:59;26/01/2018 12:08;1;;;https://b2b-next.lesastucesdupro.info/en/refurbished/8-iphone-6s.html;http://b2b-next.lesastucesdupro.info/img/p/-large_default.jpg;iphone-6s;;;;;;
1;8;4075;iPhone 6s - Color - Silver, Version - A1633, Grade - B, Capacite - 64 GB;0;;;2;Apple;53;0;3;2,3;Home,Refurbished;0;0;;;0.000000;200;1;200;244;244;244;0;;0.000000;0.00;18-A164075;;0.000000;0.000000;0.000000;0.000000;2;0;1;0;1;1;0000-00-00;used;1;1;both;0;0;0;4057;15/11/2017 15:59;26/01/2018 12:08;1;;;https://b2b-next.lesastucesdupro.info/en/refurbished/8-iphone-6s.html;http://b2b-next.lesastucesdupro.info/img/p/-large_default.jpg;iphone-6s;;;;;;
1;8;4076;iPhone 6s - Color - Silver, Version - A1633, Grade - B, Capacite - 128 GB;0;;;2;Apple;53;0;3;2,3;Home,Refurbished;0;0;;;0.000000;200;1;200;254;254;254;0;;0.000000;0.00;18-A164076;;0.000000;0.000000;0.000000;0.000000;2;0;1;0;1;1;0000-00-00;used;1;1;both;0;0;0;4057;15/11/2017 15:59;26/01/2018 12:08;1;;;https://b2b-next.lesastucesdupro.info/en/refurbished/8-iphone-6s.html;http://b2b-next.lesastucesdupro.info/img/p/-large_default.jpg;iphone-6s;;;;;;
1;8;4077;iPhone 6s - Color - Space Gray, Version - A1633, Grade - B, Capacite - 16 GB;0;;;2;Apple;53;0;3;2,3;Home,Refurbished;0;0;;;0.000000;200;1;200;224;224;224;0;;0.000000;0.00;18-A164077;;0.000000;0.000000;0.000000;0.000000;2;0;1;0;1;1;0000-00-00;used;1;1;both;0;0;0;4057;15/11/2017 15:59;26/01/2018 12:08;1;;;https://b2b-next.lesastucesdupro.info/en/refurbished/8-iphone-6s.html;http://b2b-next.lesastucesdupro.info/img/p/-large_default.jpg;iphone-6s;;;;;;
1;8;4078;iPhone 6s - Color - Space Gray, Version - A1633, Grade - B, Capacite - 32 GB;0;;;2;Apple;53;0;3;2,3;Home,Refurbished;0;0;;;0.000000;200;1;200;234;234;234;0;;0.000000;0.00;18-A164078;;0.000000;0.000000;0.000000;0.000000;2;0;1;0;1;1;0000-00-00;used;1;1;both;0;0;0;4057;15/11/2017 15:59;26/01/2018 12:08;1;;;https://b2b-next.lesastucesdupro.info/en/refurbished/8-iphone-6s.html;http://b2b-next.lesastucesdupro.info/img/p/-large_default.jpg;iphone-6s;;;;;;
1;8;4079;iPhone 6s - Color - Space Gray, Version - A1633, Grade - B, Capacite - 64 GB;0;;;2;Apple;53;0;3;2,3;Home,Refurbished;0;0;;;0.000000;200;1;200;244;244;244;0;;0.000000;0.00;18-A164079;;0.000000;0.000000;0.000000;0.000000;2;0;1;0;1;1;0000-00-00;used;1;1;both;0;0;0;4057;15/11/2017 15:59;26/01/2018 12:08;1;;;https://b2b-next.lesastucesdupro.info/en/refurbished/8-iphone-6s.html;http://b2b-next.lesastucesdupro.info/img/p/-large_default.jpg;iphone-6s;;;;;;
1;8;4080;iPhone 6s - Color - Space Gray, Version - A1633, Grade - B, Capacite - 128 GB;0;;;2;Apple;53;0;3;2,3;Home,Refurbished;0;0;;;0.000000;200;1;200;254;254;254;0;;0.000000;0.00;18-A164080;;0.000000;0.000000;0.000000;0.000000;2;0;1;0;1;1;0000-00-00;used;1;1;both;0;0;0;4057;15/11/2017 15:59;26/01/2018 12:08;1;;;https://b2b-next.lesastucesdupro.info/en/refurbished/8-iphone-6s.html;http://b2b-next.lesastucesdupro.info/img/p/-large_default.jpg;iphone-6s;;;;;;
1;8;4081;iPhone 6s - Color - Gold, Version - A1633, Grade - B, Capacite - 16 GB;0;;;2;Apple;53;0;3;2,3;Home,Refurbished;0;0;;;0.000000;200;1;200;224;224;224;0;;0.000000;0.00;18-A164081;;0.000000;0.000000;0.000000;0.000000;2;0;1;0;1;1;0000-00-00;used;1;1;both;0;0;0;4057;15/11/2017 15:59;26/01/2018 12:08;1;;;https://b2b-next.lesastucesdupro.info/en/refurbished/8-iphone-6s.html;http://b2b-next.lesastucesdupro.info/img/p/-large_default.jpg;iphone-6s;;;;;;
1;8;4082;iPhone 6s - Color - Gold, Version - A1633, Grade - B, Capacite - 32 GB;0;;;2;Apple;53;0;3;2,3;Home,Refurbished;0;0;;;0.000000;200;1;200;234;234;234;0;;0.000000;0.00;18-A164082;;0.000000;0.000000;0.000000;0.000000;2;0;1;0;1;1;0000-00-00;used;1;1;both;0;0;0;4057;15/11/2017 15:59;26/01/2018 12:08;1;;;https://b2b-next.lesastucesdupro.info/en/refurbished/8-iphone-6s.html;http://b2b-next.lesastucesdupro.info/img/p/-large_default.jpg;iphone-6s;;;;;;
1;8;4083;iPhone 6s - Color - Gold, Version - A1633, Grade - B, Capacite - 64 GB;0;;;2;Apple;53;0;3;2,3;Home,Refurbished;0;0;;;0.000000;200;1;200;244;244;244;0;;0.000000;0.00;18-A164083;;0.000000;0.000000;0.000000;0.000000;2;0;1;0;1;1;0000-00-00;used;1;1;both;0;0;0;4057;15/11/2017 15:59;26/01/2018 12:08;1;;;https://b2b-next.lesastucesdupro.info/en/refurbished/8-iphone-6s.html;http://b2b-next.lesastucesdupro.info/img/p/-large_default.jpg;iphone-6s;;;;;;
1;8;4084;iPhone 6s - Color - Gold, Version - A1633, Grade - B, Capacite - 128 GB;0;;;2;Apple;53;0;3;2,3;Home,Refurbished;0;0;;;0.000000;200;1;200;254;254;254;0;;0.000000;0.00;18-A164084;;0.000000;0.000000;0.000000;0.000000;2;0;1;0;1;1;0000-00-00;used;1;1;both;0;0;0;4057;15/11/2017 15:59;26/01/2018 12:08;1;;;https://b2b-next.lesastucesdupro.info/en/refurbished/8-iphone-6s.html;http://b2b-next.lesastucesdupro.info/img/p/-large_default.jpg;iphone-6s;;;;;;
1;8;4085;iPhone 6s - Color - Rose Gold, Version - A1633, Grade - B, Capacite - 16 GB;0;;;2;Apple;53;0;3;2,3;Home,Refurbished;0;0;;;0.000000;200;1;200;224;224;224;0;;0.000000;0.00;18-A164085;;0.000000;0.000000;0.000000;0.000000;2;0;1;0;1;1;0000-00-00;used;1;1;both;0;0;0;4057;15/11/2017 15:59;26/01/2018 12:08;1;;;https://b2b-next.lesastucesdupro.info/en/refurbished/8-iphone-6s.html;http://b2b-next.lesastucesdupro.info/img/p/-large_default.jpg;iphone-6s;;;;;;
1;8;4086;iPhone 6s - Color - Rose Gold, Version - A1633, Grade - B, Capacite - 32 GB;0;;;2;Apple;53;0;3;2,3;Home,Refurbished;0;0;;;0.000000;200;1;200;234;234;234;0;;0.000000;0.00;18-A164086;;0.000000;0.000000;0.000000;0.000000;2;0;1;0;1;1;0000-00-00;used;1;1;both;0;0;0;4057;15/11/2017 15:59;26/01/2018 12:08;1;;;https://b2b-next.lesastucesdupro.info/en/refurbished/8-iphone-6s.html;http://b2b-next.lesastucesdupro.info/img/p/-large_default.jpg;iphone-6s;;;;;;
1;8;4087;iPhone 6s - Color - Rose Gold, Version - A1633, Grade - B, Capacite - 64 GB;0;;;2;Apple;53;0;3;2,3;Home,Refurbished;0;0;;;0.000000;200;1;200;244;244;244;0;;0.000000;0.00;18-A164087;;0.000000;0.000000;0.000000;0.000000;2;0;1;0;1;1;0000-00-00;used;1;1;both;0;0;0;4057;15/11/2017 15:59;26/01/2018 12:08;1;;;https://b2b-next.lesastucesdupro.info/en/refurbished/8-iphone-6s.html;http://b2b-next.lesastucesdupro.info/img/p/-large_default.jpg;iphone-6s;;;;;;
1;8;4088;iPhone 6s - Color - Rose Gold, Version - A1633, Grade - B, Capacite - 128 GB;0;;;2;Apple;53;0;3;2,3;Home,Refurbished;0;0;;;0.000000;200;1;200;254;254;254;0;;0.000000;0.00;18-A164088;;0.000000;0.000000;0.000000;0.000000;2;0;1;0;1;1;0000-00-00;used;1;1;both;0;0;0;4057;15/11/2017 15:59;26/01/2018 12:08;1;;;https://b2b-next.lesastucesdupro.info/en/refurbished/8-iphone-6s.html;http://b2b-next.lesastucesdupro.info/img/p/-large_default.jpg;iphone-6s;;;;;;
1;8;4089;iPhone 6s - Color - Silver, Version - A1633, Grade - C, Capacite - 16 GB;0;;;2;Apple;53;0;3;2,3;Home,Refurbished;0;0;;;0.000000;200;1;200;219;219;219;0;;0.000000;0.00;18-A164089;;0.000000;0.000000;0.000000;0.000000;2;0;1;0;1;1;0000-00-00;used;1;1;both;0;0;0;4057;15/11/2017 15:59;26/01/2018 12:08;1;;;https://b2b-next.lesastucesdupro.info/en/refurbished/8-iphone-6s.html;http://b2b-next.lesastucesdupro.info/img/p/-large_default.jpg;iphone-6s;;;;;;
1;8;4090;iPhone 6s - Color - Silver, Version - A1633, Grade - C, Capacite - 32 GB;0;;;2;Apple;53;0;3;2,3;Home,Refurbished;0;0;;;0.000000;200;1;200;229;229;229;0;;0.000000;0.00;18-A164090;;0.000000;0.000000;0.000000;0.000000;2;0;1;0;1;1;0000-00-00;used;1;1;both;0;0;0;4057;15/11/2017 15:59;26/01/2018 12:08;1;;;https://b2b-next.lesastucesdupro.info/en/refurbished/8-iphone-6s.html;http://b2b-next.lesastucesdupro.info/img/p/-large_default.jpg;iphone-6s;;;;;;
1;8;4091;iPhone 6s - Color - Silver, Version - A1633, Grade - C, Capacite - 64 GB;0;;;2;Apple;53;0;3;2,3;Home,Refurbished;0;0;;;0.000000;200;1;200;239;239;239;0;;0.000000;0.00;18-A164091;;0.000000;0.000000;0.000000;0.000000;2;0;1;0;1;1;0000-00-00;used;1;1;both;0;0;0;4057;15/11/2017 15:59;26/01/2018 12:08;1;;;https://b2b-next.lesastucesdupro.info/en/refurbished/8-iphone-6s.html;http://b2b-next.lesastucesdupro.info/img/p/-large_default.jpg;iphone-6s;;;;;;
1;8;4092;iPhone 6s - Color - Silver, Version - A1633, Grade - C, Capacite - 128 GB;0;;;2;Apple;53;0;3;2,3;Home,Refurbished;0;0;;;0.000000;200;1;200;249;249;249;0;;0.000000;0.00;18-A164092;;0.000000;0.000000;0.000000;0.000000;2;0;1;0;1;1;0000-00-00;used;1;1;both;0;0;0;4057;15/11/2017 15:59;26/01/2018 12:08;1;;;https://b2b-next.lesastucesdupro.info/en/refurbished/8-iphone-6s.html;http://b2b-next.lesastucesdupro.info/img/p/-large_default.jpg;iphone-6s;;;;;;
1;8;4093;iPhone 6s - Color - Space Gray, Version - A1633, Grade - C, Capacite - 16 GB;0;;;2;Apple;53;0;3;2,3;Home,Refurbished;0;0;;;0.000000;200;1;200;219;219;219;0;;0.000000;0.00;18-A164093;;0.000000;0.000000;0.000000;0.000000;2;0;1;0;1;1;0000-00-00;used;1;1;both;0;0;0;4057;15/11/2017 15:59;26/01/2018 12:08;1;;;https://b2b-next.lesastucesdupro.info/en/refurbished/8-iphone-6s.html;http://b2b-next.lesastucesdupro.info/img/p/-large_default.jpg;iphone-6s;;;;;;
1;8;4094;iPhone 6s - Color - Space Gray, Version - A1633, Grade - C, Capacite - 32 GB;0;;;2;Apple;53;0;3;2,3;Home,Refurbished;0;0;;;0.000000;200;1;200;229;229;229;0;;0.000000;0.00;18-A164094;;0.000000;0.000000;0.000000;0.000000;2;0;1;0;1;1;0000-00-00;used;1;1;both;0;0;0;4057;15/11/2017 15:59;26/01/2018 12:08;1;;;https://b2b-next.lesastucesdupro.info/en/refurbished/8-iphone-6s.html;http://b2b-next.lesastucesdupro.info/img/p/-large_default.jpg;iphone-6s;;;;;;
1;8;4095;iPhone 6s - Color - Space Gray, Version - A1633, Grade - C, Capacite - 64 GB;0;;;2;Apple;53;0;3;2,3;Home,Refurbished;0;0;;;0.000000;200;1;200;239;239;239;0;;0.000000;0.00;18-A164095;;0.000000;0.000000;0.000000;0.000000;2;0;1;0;1;1;0000-00-00;used;1;1;both;0;0;0;4057;15/11/2017 15:59;26/01/2018 12:08;1;;;https://b2b-next.lesastucesdupro.info/en/refurbished/8-iphone-6s.html;http://b2b-next.lesastucesdupro.info/img/p/-large_default.jpg;iphone-6s;;;;;;
1;8;4096;iPhone 6s - Color - Space Gray, Version - A1633, Grade - C, Capacite - 128 GB;0;;;2;Apple;53;0;3;2,3;Home,Refurbished;0;0;;;0.000000;200;1;200;249;249;249;0;;0.000000;0.00;18-A164096;;0.000000;0.000000;0.000000;0.000000;2;0;1;0;1;1;0000-00-00;used;1;1;both;0;0;0;4057;15/11/2017 15:59;26/01/2018 12:08;1;;;https://b2b-next.lesastucesdupro.info/en/refurbished/8-iphone-6s.html;http://b2b-next.lesastucesdupro.info/img/p/-large_default.jpg;iphone-6s;;;;;;
1;8;4097;iPhone 6s - Color - Gold, Version - A1633, Grade - C, Capacite - 16 GB;0;;;2;Apple;53;0;3;2,3;Home,Refurbished;0;0;;;0.000000;200;1;200;219;219;219;0;;0.000000;0.00;18-A164097;;0.000000;0.000000;0.000000;0.000000;2;0;1;0;1;1;0000-00-00;used;1;1;both;0;0;0;4057;15/11/2017 15:59;26/01/2018 12:08;1;;;https://b2b-next.lesastucesdupro.info/en/refurbished/8-iphone-6s.html;http://b2b-next.lesastucesdupro.info/img/p/-large_default.jpg;iphone-6s;;;;;;
1;8;4098;iPhone 6s - Color - Gold, Version - A1633, Grade - C, Capacite - 32 GB;0;;;2;Apple;53;0;3;2,3;Home,Refurbished;0;0;;;0.000000;200;1;200;229;229;229;0;;0.000000;0.00;18-A164098;;0.000000;0.000000;0.000000;0.000000;2;0;1;0;1;1;0000-00-00;used;1;1;both;0;0;0;4057;15/11/2017 15:59;26/01/2018 12:08;1;;;https://b2b-next.lesastucesdupro.info/en/refurbished/8-iphone-6s.html;http://b2b-next.lesastucesdupro.info/img/p/-large_default.jpg;iphone-6s;;;;;;
1;8;4099;iPhone 6s - Color - Gold, Version - A1633, Grade - C, Capacite - 64 GB;0;;;2;Apple;53;0;3;2,3;Home,Refurbished;0;0;;;0.000000;200;1;200;239;239;239;0;;0.000000;0.00;18-A164099;;0.000000;0.000000;0.000000;0.000000;2;0;1;0;1;1;0000-00-00;used;1;1;both;0;0;0;4057;15/11/2017 15:59;26/01/2018 12:08;1;;;https://b2b-next.lesastucesdupro.info/en/refurbished/8-iphone-6s.html;http://b2b-next.lesastucesdupro.info/img/p/-large_default.jpg;iphone-6s;;;;;;
1;8;4100;iPhone 6s - Color - Gold, Version - A1633, Grade - C, Capacite - 128 GB;0;;;2;Apple;53;0;3;2,3;Home,Refurbished;0;0;;;0.000000;200;1;200;249;249;249;0;;0.000000;0.00;18-A164100;;0.000000;0.000000;0.000000;0.000000;2;0;1;0;1;1;0000-00-00;used;1;1;both;0;0;0;4057;15/11/2017 15:59;26/01/2018 12:08;1;;;https://b2b-next.lesastucesdupro.info/en/refurbished/8-iphone-6s.html;http://b2b-next.lesastucesdupro.info/img/p/-large_default.jpg;iphone-6s;;;;;;
1;8;4101;iPhone 6s - Color - Rose Gold, Version - A1633, Grade - C, Capacite - 16 GB;0;;;2;Apple;53;0;3;2,3;Home,Refurbished;0;0;;;0.000000;200;1;200;219;219;219;0;;0.000000;0.00;18-A164101;;0.000000;0.000000;0.000000;0.000000;2;0;1;0;1;1;0000-00-00;used;1;1;both;0;0;0;4057;15/11/2017 15:59;26/01/2018 12:08;1;;;https://b2b-next.lesastucesdupro.info/en/refurbished/8-iphone-6s.html;http://b2b-next.lesastucesdupro.info/img/p/-large_default.jpg;iphone-6s;;;;;;
1;8;4102;iPhone 6s - Color - Rose Gold, Version - A1633, Grade - C, Capacite - 32 GB;0;;;2;Apple;53;0;3;2,3;Home,Refurbished;0;0;;;0.000000;200;1;200;229;229;229;0;;0.000000;0.00;18-A164102;;0.000000;0.000000;0.000000;0.000000;2;0;1;0;1;1;0000-00-00;used;1;1;both;0;0;0;4057;15/11/2017 15:59;26/01/2018 12:08;1;;;https://b2b-next.lesastucesdupro.info/en/refurbished/8-iphone-6s.html;http://b2b-next.lesastucesdupro.info/img/p/-large_default.jpg;iphone-6s;;;;;;
